ATM_ID,Date,Day_of_Week,Time_of_Day,Total_Withdrawals,Total_Deposits,Location_Type,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Weather_Condition,Nearby_Competitor_ATMs,Cash_Demand_Next_Day,Year,Month,Month_Name,Quarter,Net_Cash_Flow,Cash_Utilization_Rate,Cash_Risk
ATM_0007,2022-03-13,Sunday,Night,48281,10420,Supermarket,0,0,113818,Snowy,5,35036,2022,3,March,1,37861,42.41947670842925,Normal
ATM_0028,2022-06-24,Friday,Afternoon,43327,5370,Standalone,0,0,97726,Rainy,1,44154,2022,6,June,2,37957,44.335182039580054,Normal
ATM_0032,2022-07-06,Wednesday,Morning,47845,9174,Gas Station,0,0,100635,Rainy,1,47201,2022,7,July,3,38671,47.54310130670244,Normal
ATM_0013,2022-03-02,Wednesday,Afternoon,51135,4152,Bank Branch,0,0,85580,Cloudy,3,47517,2022,3,March,1,46983,59.751110072446835,Normal
ATM_0041,2023-10-02,Monday,Morning,29693,13672,Bank Branch,0,0,58457,Clear,3,18351,2023,10,October,4,16021,50.79460115982688,Normal
ATM_0008,2022-10-11,Tuesday,Morning,46470,90,Standalone,0,0,70016,Rainy,3,50719,2022,10,October,4,46380,66.37054387568556,Normal
ATM_0032,2023-11-20,Monday,Morning,42311,13416,Mall,0,0,127805,Clear,5,30137,2023,11,November,4,28895,33.105903524901215,Normal
ATM_0038,2022-02-12,Saturday,Morning,76810,5895,Bank Branch,0,0,91463,Clear,3,64758,2022,2,February,1,70915,83.97931403955698,Normal
ATM_0039,2023-06-17,Saturday,Evening,66783,16372,Gas Station,0,0,96566,Snowy,4,52900,2023,6,June,2,50411,69.15788165606942,Normal
ATM_0028,2022-12-11,Sunday,Evening,66477,14532,Standalone,0,1,101445,Rainy,2,53735,2022,12,December,4,51945,65.53009019665829,Normal
ATM_0043,2023-02-13,Monday,Night,80867,2807,Supermarket,0,0,89696,Snowy,2,88357,2023,2,February,1,78060,90.15675169461291,Normal
ATM_0007,2022-01-04,Tuesday,Night,48102,9878,Gas Station,0,0,71555,Rainy,0,44020,2022,1,January,1,38224,67.22381384948642,Normal
ATM_0039,2022-05-06,Friday,Evening,20872,9980,Bank Branch,0,0,68197,Cloudy,4,16602,2022,5,May,2,10892,30.605451852720794,Normal
ATM_0027,2023-11-08,Wednesday,Afternoon,40030,10584,Mall,0,1,74288,Snowy,0,35047,2023,11,November,4,29446,53.884880465216455,Normal
ATM_0041,2023-01-04,Wednesday,Morning,54951,5929,Standalone,0,0,92686,Rainy,4,56301,2023,1,January,1,49022,59.287271001014176,Normal
ATM_0032,2023-02-14,Tuesday,Morning,57564,9588,Standalone,0,0,106129,Cloudy,5,56643,2023,2,February,1,47976,54.239651744575,Normal
ATM_0045,2022-04-13,Wednesday,Night,56592,9508,Standalone,0,0,63924,Rainy,4,39897,2022,4,April,2,47084,88.53012952881546,Normal
ATM_0037,2023-06-01,Thursday,Morning,54972,3578,Bank Branch,0,0,129517,Clear,2,63058,2023,6,June,2,51394,42.44384907000626,Normal
ATM_0044,2023-07-16,Sunday,Night,57371,8854,Bank Branch,0,0,77259,Clear,3,50082,2023,7,July,3,48517,74.25801524741455,Normal
ATM_0043,2023-07-08,Saturday,Afternoon,37672,7247,Bank Branch,0,0,110193,Clear,0,35848,2023,7,July,3,30425,34.18728957374788,Normal
ATM_0028,2022-01-30,Sunday,Afternoon,70292,7667,Standalone,0,1,87426,Snowy,1,68588,2022,1,January,1,62625,80.4017111614394,Normal
ATM_0047,2022-09-21,Wednesday,Night,10728,10675,Mall,0,0,93475,Cloudy,0,4077,2022,9,September,3,53,11.476865472051351,Normal
ATM_0045,2022-12-07,Wednesday,Afternoon,57580,12639,Supermarket,0,0,62006,Clear,5,52620,2022,12,December,4,44941,92.86198109860337,Normal
ATM_0022,2023-01-22,Sunday,Night,48076,13920,Supermarket,0,1,82039,Cloudy,1,38616,2023,1,January,1,34156,58.601396896597954,Normal
ATM_0015,2022-09-23,Friday,Morning,38509,7693,Standalone,0,0,54944,Clear,2,38894,2022,9,September,3,30816,70.08772568433314,Normal
ATM_0048,2023-08-30,Wednesday,Afternoon,55039,4507,Mall,0,0,87617,Rainy,2,49381,2023,8,August,3,50532,62.81771802275814,Normal
ATM_0025,2023-08-14,Monday,Morning,32270,14979,Standalone,0,0,86034,Rainy,3,17744,2023,8,August,3,17291,37.50842690099263,Normal
ATM_0028,2022-11-24,Thursday,Evening,51862,9158,Bank Branch,0,0,111982,Rainy,0,49518,2022,11,November,4,42704,46.3128002714722,Normal
ATM_0026,2022-01-10,Monday,Night,37254,7585,Standalone,0,0,110613,Snowy,1,24131,2022,1,January,1,29669,33.67958558216485,Normal
ATM_0032,2023-11-28,Tuesday,Night,40048,10646,Bank Branch,0,0,52385,Rainy,5,34063,2023,11,November,4,29402,76.44936527631955,Normal
ATM_0043,2023-12-21,Thursday,Morning,65557,5447,Supermarket,0,0,95119,Clear,2,49836,2023,12,December,4,60110,68.92103575521189,Normal
ATM_0046,2023-08-11,Friday,Night,54420,13466,Bank Branch,0,0,59446,Cloudy,0,43782,2023,8,August,3,40954,91.545267974296,Normal
ATM_0022,2022-06-06,Monday,Afternoon,60547,22492,Bank Branch,0,0,95439,Clear,1,49852,2022,6,June,2,38055,63.44052221838032,Normal
ATM_0032,2023-02-06,Monday,Evening,28895,10540,Bank Branch,0,1,81867,Cloudy,2,28790,2023,2,February,1,18355,35.2950517302454,Normal
ATM_0028,2023-11-26,Sunday,Night,34608,11907,Standalone,0,0,119945,Cloudy,0,19619,2023,11,November,4,22701,28.853224394514154,Normal
ATM_0034,2022-10-17,Monday,Evening,67728,16136,Bank Branch,0,0,75796,Cloudy,0,47202,2022,10,October,4,51592,89.3556388199905,Normal
ATM_0009,2022-11-28,Monday,Morning,65980,8709,Standalone,0,0,125371,Rainy,4,49889,2022,11,November,4,57271,52.62780068755932,Normal
ATM_0009,2023-03-29,Wednesday,Night,57371,3883,Standalone,0,0,128492,Rainy,1,56636,2023,3,March,1,53488,44.64947234069047,Normal
ATM_0048,2022-07-20,Wednesday,Morning,38576,8469,Standalone,0,0,102908,Clear,5,31517,2022,7,July,3,30107,37.48590974462627,Normal
ATM_0010,2023-01-21,Saturday,Night,39444,0,Bank Branch,0,1,106787,Clear,2,44836,2023,1,January,1,39444,36.937080356223134,Normal
ATM_0031,2022-07-03,Sunday,Morning,44470,14035,Mall,0,1,122393,Snowy,4,43281,2022,7,July,3,30435,36.333777258503346,Normal
ATM_0028,2022-06-02,Thursday,Night,54245,10097,Bank Branch,0,0,83951,Rainy,3,55882,2022,6,June,2,44148,64.61507307834331,High Risk
ATM_0032,2022-11-06,Sunday,Afternoon,58683,12300,Gas Station,0,0,130808,Clear,3,36366,2022,11,November,4,46383,44.86193504984405,Normal
ATM_0042,2023-01-27,Friday,Evening,68830,6571,Gas Station,0,0,116405,Clear,0,70583,2023,1,January,1,62259,59.12976246724797,Normal
ATM_0006,2022-05-05,Thursday,Night,42250,4883,Supermarket,0,0,105600,Cloudy,2,38754,2022,5,May,2,37367,40.009469696969695,Normal
ATM_0045,2022-04-07,Thursday,Afternoon,9881,10412,Gas Station,0,0,92613,Cloudy,2,2708,2022,4,April,2,-531,10.669128524073294,Normal
ATM_0037,2022-05-09,Monday,Morning,55868,12908,Standalone,0,0,99675,Rainy,3,36672,2022,5,May,2,42960,56.050163029847,Normal
ATM_0045,2022-01-21,Friday,Night,67352,8597,Supermarket,0,0,71942,Cloudy,0,47786,2022,1,January,1,58755,93.61986044313475,Normal
ATM_0034,2023-08-22,Tuesday,Morning,48377,15560,Bank Branch,0,1,113705,Clear,1,50102,2023,8,August,3,32817,42.546062178444224,Normal
ATM_0039,2023-12-13,Wednesday,Afternoon,71030,9033,Mall,0,0,129431,Snowy,0,76845,2023,12,December,4,61997,54.87866121717363,Normal
ATM_0003,2022-05-12,Thursday,Afternoon,72126,9032,Bank Branch,0,0,104367,Snowy,0,56259,2022,5,May,2,63094,69.10805139555607,Normal
ATM_0006,2022-05-08,Sunday,Evening,69332,20715,Standalone,0,1,90604,Rainy,3,74616,2022,5,May,2,48617,76.5220078583727,Normal
ATM_0043,2022-01-01,Saturday,Afternoon,52381,15780,Standalone,1,0,87830,Snowy,5,40733,2022,1,January,1,36601,59.639075486735734,Normal
ATM_0035,2023-04-01,Saturday,Afternoon,34881,8560,Supermarket,0,0,104900,Snowy,4,24940,2023,4,April,2,26321,33.25166825548141,Normal
ATM_0023,2023-09-13,Wednesday,Afternoon,73912,10517,Mall,0,0,128623,Clear,1,71557,2023,9,September,3,63395,57.46406163749873,Normal
ATM_0003,2022-07-12,Tuesday,Afternoon,46099,8921,Standalone,0,0,76444,Rainy,1,36420,2022,7,July,3,37178,60.30427502485479,Normal
ATM_0039,2023-07-20,Thursday,Afternoon,22396,16640,Supermarket,0,0,89914,Rainy,5,11229,2023,7,July,3,5756,24.908245656961096,Normal
ATM_0040,2023-03-09,Thursday,Morning,40882,3552,Supermarket,0,0,101168,Cloudy,5,40255,2023,3,March,1,37330,40.41001107069429,Normal
ATM_0011,2023-02-14,Tuesday,Night,49105,1491,Mall,0,1,83805,Cloudy,5,57375,2023,2,February,1,47614,58.59435594534932,High Risk
ATM_0010,2023-07-03,Monday,Afternoon,52817,13408,Mall,0,0,119250,Snowy,5,44992,2023,7,July,3,39409,44.29098532494759,Normal
ATM_0045,2023-10-24,Tuesday,Afternoon,61512,9991,Standalone,0,0,121790,Rainy,3,54351,2023,10,October,4,51521,50.506609738073735,Normal
ATM_0010,2022-11-20,Sunday,Night,85481,0,Gas Station,0,0,103853,Rainy,0,83719,2022,11,November,4,85481,82.30961069973905,Normal
ATM_0018,2022-05-08,Sunday,Morning,40181,0,Supermarket,0,0,107470,Snowy,5,44371,2022,5,May,2,40181,37.38810830929562,Normal
ATM_0006,2023-01-07,Saturday,Evening,71831,2159,Standalone,0,0,109144,Rainy,2,62925,2023,1,January,1,69672,65.81305431356739,Normal
ATM_0001,2022-04-11,Monday,Night,44099,6187,Bank Branch,0,0,84792,Clear,0,33879,2022,4,April,2,37912,52.00844419284838,Normal
ATM_0012,2023-06-24,Saturday,Evening,44095,8014,Supermarket,0,0,99170,Cloudy,0,40911,2023,6,June,2,36081,44.464051628516685,Normal
ATM_0034,2022-12-24,Saturday,Evening,37197,6652,Supermarket,1,0,80433,Clear,0,31812,2022,12,December,4,30545,46.2459438290254,Normal
ATM_0011,2022-11-22,Tuesday,Night,76977,15531,Bank Branch,0,0,104013,Cloudy,3,51332,2022,11,November,4,61446,74.00709526693778,Normal
ATM_0038,2022-05-11,Wednesday,Evening,38758,11688,Mall,0,0,89098,Rainy,5,38985,2022,5,May,2,27070,43.500415273070104,Normal
ATM_0009,2022-05-27,Friday,Night,77251,3653,Supermarket,0,0,130723,Clear,5,88937,2022,5,May,2,73598,59.09518600399317,Normal
ATM_0041,2023-01-15,Sunday,Afternoon,62497,6848,Supermarket,0,0,117284,Cloudy,1,53894,2023,1,January,1,55649,53.28689335288701,Normal
ATM_0029,2022-12-29,Thursday,Night,9386,6400,Supermarket,0,0,81518,Cloudy,4,5426,2022,12,December,4,2986,11.514021443116858,Normal
ATM_0046,2022-08-23,Tuesday,Evening,55786,13513,Mall,0,1,104817,Cloudy,2,52997,2022,8,August,3,42273,53.22228264499079,Normal
ATM_0006,2023-10-12,Thursday,Morning,40014,14680,Mall,0,0,115538,Clear,1,22363,2023,10,October,4,25334,34.632761515691804,Normal
ATM_0037,2022-02-28,Monday,Morning,40205,7251,Standalone,0,0,93694,Cloudy,0,32672,2022,2,February,1,32954,42.91096548338207,Normal
ATM_0028,2023-11-25,Saturday,Afternoon,54020,10080,Gas Station,0,0,102866,Clear,3,40259,2023,11,November,4,43940,52.51492232613303,Normal
ATM_0001,2023-09-24,Sunday,Afternoon,23668,6524,Mall,0,0,109462,Snowy,1,13731,2023,9,September,3,17144,21.622115437320712,Normal
ATM_0048,2023-11-09,Thursday,Morning,39456,8810,Supermarket,0,0,109328,Rainy,5,27217,2023,11,November,4,30646,36.08956534465096,Normal
ATM_0049,2023-06-21,Wednesday,Afternoon,64955,15636,Bank Branch,0,0,77403,Rainy,4,61764,2023,6,June,2,49319,83.91793599731277,High Risk
ATM_0023,2022-02-22,Tuesday,Night,37642,15955,Gas Station,0,0,97062,Snowy,0,25561,2022,2,February,1,21687,38.781397457295334,Normal
ATM_0022,2023-11-27,Monday,Afternoon,46259,4184,Supermarket,0,0,91731,Clear,2,41498,2023,11,November,4,42075,50.42897166715723,Normal
ATM_0020,2023-05-10,Wednesday,Evening,50485,15362,Standalone,0,0,128575,Cloudy,1,50936,2023,5,May,2,35123,39.26502041609955,Normal
ATM_0020,2023-10-21,Saturday,Morning,71514,11423,Gas Station,0,0,60734,Cloudy,0,50327,2023,10,October,4,60091,117.74953074060659,Normal
ATM_0023,2022-01-07,Friday,Night,56912,15241,Standalone,0,0,98378,Clear,0,46108,2022,1,January,1,41671,57.850332391388314,Normal
ATM_0023,2022-07-10,Sunday,Night,58524,15431,Standalone,0,0,106667,Cloudy,3,55019,2022,7,July,3,43093,54.86607854350455,Normal
ATM_0013,2022-03-28,Monday,Afternoon,12607,5962,Gas Station,0,0,95530,Cloudy,0,11445,2022,3,March,1,6645,13.196901496911964,Normal
ATM_0010,2023-11-04,Saturday,Evening,34327,18919,Bank Branch,0,0,133629,Snowy,2,13307,2023,11,November,4,15408,25.68828622529541,Normal
ATM_0024,2023-03-15,Wednesday,Afternoon,36741,13074,Supermarket,0,0,110193,Clear,3,19495,2023,3,March,1,23667,33.34240831994773,Normal
ATM_0043,2023-03-26,Sunday,Afternoon,62175,11659,Bank Branch,0,0,158708,Cloudy,0,61520,2023,3,March,1,50516,39.17571893036268,Normal
ATM_0023,2023-12-28,Thursday,Afternoon,34581,1446,Mall,0,0,92138,Clear,1,32099,2023,12,December,4,33135,37.53174585947166,Normal
ATM_0026,2023-03-08,Wednesday,Evening,34980,5389,Mall,0,0,80907,Rainy,3,29943,2023,3,March,1,29591,43.234825169639215,Normal
ATM_0043,2022-09-30,Friday,Morning,57773,14471,Gas Station,0,0,84673,Cloudy,5,57832,2022,9,September,3,43302,68.23072289868081,High Risk
ATM_0046,2022-05-11,Wednesday,Evening,20876,0,Gas Station,0,0,106922,Cloudy,1,20985,2022,5,May,2,20876,19.524513196535793,Normal
ATM_0008,2022-04-21,Thursday,Morning,57380,14098,Bank Branch,0,0,96090,Clear,5,52020,2022,4,April,2,43282,59.71485066083879,Normal
ATM_0016,2022-02-23,Wednesday,Evening,18140,12068,Gas Station,0,1,142711,Clear,3,14204,2022,2,February,1,6072,12.71100335643363,Normal
ATM_0031,2022-10-24,Monday,Evening,54230,9839,Gas Station,0,0,100670,Cloudy,1,46252,2022,10,October,4,44391,53.86907718287473,Normal
ATM_0040,2022-06-06,Monday,Afternoon,33546,14110,Bank Branch,0,0,117443,Clear,2,18965,2022,6,June,2,19436,28.563643639893392,Normal
ATM_0045,2022-09-11,Sunday,Night,54860,16009,Bank Branch,0,0,100175,Clear,5,31492,2022,9,September,3,38851,54.76416271524831,Normal
ATM_0047,2023-05-30,Tuesday,Afternoon,60266,7894,Bank Branch,0,1,119528,Rainy,1,66644,2023,5,May,2,52372,50.419985275416636,Normal
ATM_0008,2022-05-16,Monday,Night,33017,9557,Mall,0,0,90922,Rainy,1,21588,2022,5,May,2,23460,36.3135434768263,Normal
ATM_0028,2022-01-19,Wednesday,Afternoon,46996,16996,Mall,0,0,130782,Cloudy,3,41036,2022,1,January,1,30000,35.93460873820556,Normal
ATM_0034,2022-11-10,Thursday,Afternoon,73585,5255,Bank Branch,0,0,81861,Cloudy,0,70842,2022,11,November,4,68330,89.89017969484858,High Risk
ATM_0033,2023-03-14,Tuesday,Morning,37040,9367,Standalone,0,0,81793,Snowy,2,25933,2023,3,March,1,27673,45.28504884281051,Normal
ATM_0023,2023-12-30,Saturday,Night,60427,12208,Bank Branch,0,0,71325,Clear,1,48476,2023,12,December,4,48219,84.72064493515597,Normal
ATM_0003,2022-01-01,Saturday,Morning,28640,10892,Standalone,1,0,60709,Cloudy,2,20161,2022,1,January,1,17748,47.17587178177865,Normal
ATM_0039,2022-04-14,Thursday,Night,27782,19960,Bank Branch,0,0,136677,Cloudy,2,18331,2022,4,April,2,7822,20.326755781879907,Normal
ATM_0022,2022-11-08,Tuesday,Morning,61239,7012,Mall,0,0,70089,Rainy,2,45815,2022,11,November,4,54227,87.37319693532508,Normal
ATM_0024,2023-01-06,Friday,Evening,49815,12211,Bank Branch,0,0,84985,Rainy,4,43503,2023,1,January,1,37604,58.61622639289287,Normal
ATM_0025,2022-03-31,Thursday,Morning,55789,4116,Bank Branch,0,0,118561,Clear,0,49438,2022,3,March,1,51673,47.05510243672034,Normal
ATM_0038,2023-11-02,Thursday,Afternoon,23442,6818,Bank Branch,0,0,88698,Clear,0,17113,2023,11,November,4,16624,26.429006291009944,Normal
ATM_0035,2023-09-26,Tuesday,Evening,86618,12185,Standalone,0,0,101841,Rainy,4,76033,2023,9,September,3,74433,85.05218919688534,Normal
ATM_0047,2022-06-07,Tuesday,Morning,57143,4397,Bank Branch,0,0,84902,Snowy,4,48409,2022,6,June,2,52746,67.30465713410756,Normal
ATM_0023,2023-01-10,Tuesday,Night,50335,18467,Mall,0,1,103028,Clear,3,51588,2023,1,January,1,31868,48.85565089101992,Normal
ATM_0027,2023-06-21,Wednesday,Morning,45609,5870,Bank Branch,0,0,136927,Rainy,2,47292,2023,6,June,2,39739,33.308989461537905,Normal
ATM_0003,2023-08-03,Thursday,Morning,79000,11283,Bank Branch,0,0,99769,Cloudy,3,63205,2023,8,August,3,67717,79.18291252793954,Normal
ATM_0044,2023-06-30,Friday,Morning,65459,7367,Bank Branch,0,0,73553,Cloudy,4,68683,2023,6,June,2,58092,88.99569018258943,High Risk
ATM_0050,2023-02-04,Saturday,Night,29751,7724,Supermarket,0,0,73054,Rainy,0,19163,2023,2,February,1,22027,40.72466942261889,Normal
ATM_0011,2023-08-09,Wednesday,Afternoon,36518,8495,Supermarket,0,0,67453,Cloudy,4,26431,2023,8,August,3,28023,54.13843713400441,Normal
ATM_0046,2023-06-22,Thursday,Evening,39065,9054,Standalone,0,0,103605,Snowy,5,34194,2023,6,June,2,30011,37.705709183919694,Normal
ATM_0018,2023-07-20,Thursday,Morning,37776,6833,Bank Branch,0,0,98064,Rainy,2,32885,2023,7,July,3,30943,38.52178169358786,Normal
ATM_0003,2023-10-17,Tuesday,Afternoon,31332,12249,Standalone,0,1,85848,Snowy,0,32711,2023,10,October,4,19083,36.49706457925636,Normal
ATM_0042,2022-09-12,Monday,Afternoon,41918,6398,Supermarket,0,0,77486,Snowy,5,32281,2022,9,September,3,35520,54.0975143896962,Normal
ATM_0039,2023-01-13,Friday,Evening,64202,10275,Mall,0,1,108448,Snowy,5,72908,2023,1,January,1,53927,59.20072292711714,Normal
ATM_0009,2023-02-23,Thursday,Evening,43007,4179,Standalone,0,1,92840,Clear,2,43147,2023,2,February,1,38828,46.32378285221887,Normal
ATM_0015,2022-10-14,Friday,Afternoon,18352,16696,Standalone,0,1,86269,Clear,5,7222,2022,10,October,4,1656,21.272994934449223,Normal
ATM_0048,2023-12-06,Wednesday,Night,67450,15343,Standalone,0,0,74280,Rainy,3,57952,2023,12,December,4,52107,90.8050619278406,High Risk
ATM_0015,2022-11-29,Tuesday,Evening,76263,9842,Bank Branch,0,0,105147,Cloudy,1,83131,2022,11,November,4,66421,72.52988673000657,Normal
ATM_0029,2022-08-26,Friday,Night,40537,12161,Standalone,0,0,85656,Cloudy,0,30985,2022,8,August,3,28376,47.325347903240875,Normal
ATM_0032,2022-07-05,Tuesday,Night,50316,4344,Bank Branch,0,0,98654,Rainy,1,52888,2022,7,July,3,45972,51.00249356336286,Normal
ATM_0037,2023-05-18,Thursday,Afternoon,33880,11237,Standalone,0,0,99806,Rainy,1,26063,2023,5,May,2,22643,33.94585495861972,Normal
ATM_0026,2023-12-05,Tuesday,Afternoon,71698,7700,Mall,0,0,91407,Cloudy,1,76430,2023,12,December,4,63998,78.43819401139956,Normal
ATM_0030,2023-10-23,Monday,Night,30483,16499,Mall,0,0,119206,Rainy,5,20337,2023,10,October,4,13984,25.571699411103467,Normal
ATM_0049,2022-01-13,Thursday,Morning,22422,14490,Gas Station,0,0,92644,Clear,0,14141,2022,1,January,1,7932,24.202322870342385,Normal
ATM_0049,2023-10-22,Sunday,Morning,60537,2675,Bank Branch,0,0,86630,Clear,2,54849,2023,10,October,4,57862,69.87994920928085,Normal
ATM_0010,2023-10-05,Thursday,Morning,51417,19030,Mall,0,1,153338,Clear,4,57076,2023,10,October,4,32387,33.531805553744015,Normal
ATM_0048,2022-12-13,Tuesday,Morning,51457,15583,Bank Branch,0,0,104641,Cloudy,1,31526,2022,12,December,4,35874,49.17479764145985,Normal
ATM_0020,2022-12-06,Tuesday,Night,52926,12687,Bank Branch,0,0,88430,Snowy,5,52493,2022,12,December,4,40239,59.85072939047834,Normal
ATM_0035,2022-05-07,Saturday,Morning,48837,4669,Mall,0,0,98969,Snowy,0,40770,2022,5,May,2,44168,49.34575473127949,Normal
ATM_0033,2023-03-02,Thursday,Afternoon,78680,15820,Mall,0,1,126983,Clear,1,84262,2023,3,March,1,62860,61.9610499043179,Normal
ATM_0028,2023-01-30,Monday,Afternoon,50366,17801,Standalone,0,0,60967,Rainy,5,41351,2023,1,January,1,32565,82.61190480095789,Normal
ATM_0025,2023-12-05,Tuesday,Morning,45846,6641,Gas Station,0,0,74916,Clear,1,42615,2023,12,December,4,39205,61.196540124939936,Normal
ATM_0007,2022-10-16,Sunday,Evening,41674,9887,Mall,0,0,98840,Clear,2,38495,2022,10,October,4,31787,42.16309186564144,Normal
ATM_0006,2022-02-14,Monday,Afternoon,64188,15368,Bank Branch,0,0,87383,Snowy,4,44270,2022,2,February,1,48820,73.45593536500235,Normal
ATM_0012,2023-11-27,Monday,Night,45531,9974,Bank Branch,0,0,107975,Snowy,4,30916,2023,11,November,4,35557,42.16809446631164,Normal
ATM_0019,2022-12-23,Friday,Morning,61777,1111,Standalone,0,1,114294,Snowy,2,74733,2022,12,December,4,60666,54.05095630566784,Normal
ATM_0046,2022-03-20,Sunday,Morning,46494,18039,Bank Branch,0,0,127069,Rainy,2,34370,2022,3,March,1,28455,36.58956944652118,Normal
ATM_0010,2023-02-04,Saturday,Night,54370,10160,Gas Station,0,0,117456,Clear,4,56294,2023,2,February,1,44210,46.289674431276396,Normal
ATM_0028,2022-10-13,Thursday,Afternoon,60981,9824,Mall,0,0,82921,Rainy,1,52339,2022,10,October,4,51157,73.54108127012458,Normal
ATM_0050,2023-01-30,Monday,Evening,80730,1872,Standalone,0,0,88864,Cloudy,5,82739,2023,1,January,1,78858,90.84668707238026,Normal
ATM_0027,2023-09-09,Saturday,Evening,50489,11552,Bank Branch,0,0,77454,Rainy,3,45655,2023,9,September,3,38937,65.18578769334057,Normal
ATM_0027,2023-07-17,Monday,Night,29538,7340,Supermarket,0,0,110018,Rainy,3,24799,2023,7,July,3,22198,26.848333908996707,Normal
ATM_0006,2023-08-18,Friday,Night,35265,2142,Supermarket,0,0,81352,Rainy,5,33245,2023,8,August,3,33123,43.34865768512145,Normal
ATM_0006,2022-08-29,Monday,Evening,61495,7930,Mall,0,0,109215,Clear,2,48716,2022,8,August,3,53565,56.30636817287002,Normal
ATM_0036,2023-05-01,Monday,Afternoon,27164,10060,Mall,0,0,98142,Snowy,2,18763,2023,5,May,2,17104,27.67826211000387,Normal
ATM_0050,2022-05-23,Monday,Evening,64516,11994,Gas Station,0,0,121000,Cloudy,1,49328,2022,5,May,2,52522,53.31900826446281,Normal
ATM_0014,2022-08-18,Thursday,Morning,54869,8648,Bank Branch,0,0,99452,Rainy,3,48931,2022,8,August,3,46221,55.171338937376824,Normal
ATM_0047,2022-01-27,Thursday,Night,73040,12987,Standalone,0,0,85773,Clear,5,51467,2022,1,January,1,60053,85.15500215685589,Normal
ATM_0038,2022-03-17,Thursday,Night,51756,8078,Supermarket,0,0,95884,Clear,1,44020,2022,3,March,1,43678,53.97772308205748,Normal
ATM_0024,2022-05-25,Wednesday,Morning,68087,5316,Bank Branch,0,0,72558,Cloudy,1,70646,2022,5,May,2,62771,93.83803302185838,High Risk
ATM_0049,2022-07-06,Wednesday,Night,67699,14003,Bank Branch,0,0,141196,Snowy,3,42589,2022,7,July,3,53696,47.946825689113005,Normal
ATM_0027,2022-12-12,Monday,Night,58380,9217,Mall,0,0,106858,Rainy,0,47045,2022,12,December,4,49163,54.633251604933655,Normal
ATM_0042,2022-02-02,Wednesday,Afternoon,68652,8455,Supermarket,0,0,57908,Cloudy,3,56647,2022,2,February,1,60197,118.55356772812047,High Risk
ATM_0044,2023-04-11,Tuesday,Evening,50795,14326,Supermarket,0,0,90462,Rainy,3,43834,2023,4,April,2,36469,56.15064889124716,Normal
ATM_0011,2022-10-06,Thursday,Morning,75156,13375,Supermarket,0,0,65679,Rainy,5,64536,2022,10,October,4,61781,114.42926962956197,High Risk
ATM_0014,2023-02-15,Wednesday,Morning,36837,2964,Bank Branch,0,0,95599,Clear,5,28311,2023,2,February,1,33873,38.53282984131633,Normal
ATM_0030,2023-05-04,Thursday,Evening,48088,10513,Gas Station,0,0,94044,Rainy,0,33875,2023,5,May,2,37575,51.133511973118964,Normal
ATM_0024,2023-10-25,Wednesday,Night,20975,9253,Bank Branch,0,0,52650,Clear,0,16358,2023,10,October,4,11722,39.838556505223174,Normal
ATM_0024,2023-09-10,Sunday,Evening,55306,16570,Mall,0,0,81025,Rainy,4,37106,2023,9,September,3,38736,68.25794507867941,Normal
ATM_0007,2022-03-08,Tuesday,Afternoon,76297,8174,Supermarket,0,0,83190,Snowy,1,60091,2022,3,March,1,68123,91.71414833513644,High Risk
ATM_0036,2022-07-26,Tuesday,Morning,60308,7610,Bank Branch,0,0,99107,Clear,4,51849,2022,7,July,3,52698,60.85140302904941,Normal
ATM_0031,2022-02-16,Wednesday,Morning,50346,13124,Standalone,0,0,103868,Snowy,0,32469,2022,2,February,1,37222,48.47113644240767,Normal
ATM_0023,2022-10-17,Monday,Night,69647,12961,Supermarket,0,0,101986,Cloudy,5,71691,2022,10,October,4,56686,68.29074578863765,Normal
ATM_0023,2022-05-13,Friday,Morning,40212,6944,Standalone,0,0,89440,Clear,4,35198,2022,5,May,2,33268,44.95974955277281,Normal
ATM_0050,2022-06-03,Friday,Morning,70296,10171,Supermarket,0,0,66382,Cloudy,4,51338,2022,6,June,2,60125,105.89617667439968,Normal
ATM_0003,2022-10-25,Tuesday,Afternoon,54645,12378,Bank Branch,0,0,111792,Clear,5,41029,2022,10,October,4,42267,48.88095749248605,Normal
ATM_0006,2022-08-26,Friday,Afternoon,10222,13432,Bank Branch,0,0,114821,Rainy,4,3042,2022,8,August,3,-3210,8.902552668936867,Normal
ATM_0034,2023-09-16,Saturday,Evening,44217,0,Gas Station,0,0,123354,Snowy,2,41198,2023,9,September,3,44217,35.84561505909821,Normal
ATM_0024,2023-10-01,Sunday,Night,38374,11361,Mall,0,0,98854,Cloudy,1,25008,2023,10,October,4,27013,38.818864183543404,Normal
ATM_0014,2023-09-18,Monday,Morning,38864,9420,Bank Branch,0,0,137957,Cloudy,0,30251,2023,9,September,3,29444,28.171096791029086,Normal
ATM_0001,2022-05-27,Friday,Evening,48292,7581,Supermarket,0,0,95065,Clear,3,51500,2022,5,May,2,40711,50.79892704991321,Normal
ATM_0007,2023-04-11,Tuesday,Evening,70619,11798,Bank Branch,0,1,123741,Rainy,0,59703,2023,4,April,2,58821,57.07000913197727,Normal
